2.596268313002018203e+03,2.588298058386777029e+03,2.581103786445661626e+03,2.574692002000329012e+03,2.569068563765815725e+03,2.564238658335062155e+03,2.560206776780970358e+03,2.556976694116583076e+03,2.554551451828773679e+03,2.552933343671662897e+03,2.552123904873275933e+03
2.114259051345966782e+03,2.104464070054121748e+03,2.095609443456517056e+03,2.087707136612906652e+03,2.080767999664967647e+03,2.074801696548371183e+03,2.069816639940650930e+03,2.065819933429671437e+03,2.062817321805422580e+03,2.060813150271168524e+03,2.059810333240810905e+03
2.978271605511885809e+03,2.971326209312730498e+03,2.965061442787338365e+03,2.959481628303251455e+03,2.954590646507524525e+03,2.950391923118011618e+03,2.946888417123255749e+03,2.944082610484184897e+03,2.941976499420159598e+03,2.940571587350081700e+03,2.939868879546436347e+03
3.183040261479321543e+03,3.176542616139245183e+03,3.170683350557751965e+03,3.165466009652364846e+03,3.160893772088798414e+03,3.156969440777024829e+03,3.153695434403139643e+03,3.151073780055835414e+03,3.149106106999333406e+03,3.147793641637040309e+03,3.147137203702060106e+03
2.809351323027853141e+03,2.801987248748424008e+03,2.795342994965757953e+03,2.789423705403046824e+03,2.784234003892228884e+03,2.779777976745624983e+03,2.776059156966077353e+03,2.773080510435168435e+03,2.770844424203657127e+03,2.769352696990865297e+03,2.768606531980595719e+03
3.045989476442482101e+03,3.039198837942124555e+03,3.033074264488775952e+03,3.027619798234986774e+03,3.022839066644095965e+03,3.018735270672139904e+03,3.015311174219868917e+03,3.012569094934649002e+03,3.010510896432779191e+03,3.009137982002583158e+03,3.008451289837616514e+03
3.470734058696855300e+03,3.464775980081361467e+03,3.459404935751831090e+03,3.454623663767800736e+03,3.450434615875187319e+03,3.446839951317728264e+03,3.443841531338979621e+03,3.441440914407128275e+03,3.439639352190938098e+03,3.438437786310896627e+03,3.437836845885159164e+03
2.779464255247465189e+03,2.772020784941692909e+03,2.765304531060572117e+03,2.759320803796554173e+03,2.754074377795514465e+03,2.749569473572180868e+03,2.745809740855182554e+03,2.742798244012010855e+03,2.740537449687651133e+03,2.739029216771989468e+03,2.738274788790492948e+03
2.541582156098509131e+03,2.533439863535102631e+03,2.526089360949872116e+03,2.519537578260039027e+03,2.513790760669979136e+03,2.508854439779238874e+03,2.504733407565604921e+03,2.501431693521806210e+03,2.498952545195785660e+03,2.497298412350950457e+03,2.496470934925063375e+03
3.859641081266280707e+03,3.854284234737853239e+03,3.849456699263434075e+03,3.845160468467403462e+03,3.841397324988623495e+03,3.838168836828312124e+03,3.835476354114988681e+03,3.833321006301894613e+03,3.831703699810372200e+03,3.830625116130600873e+03,3.830085710388948883e+03
